Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std
11180,True,16,5,23,1.0,23,29,0.01,27,1,4,False,0,0.8625,0.2276693508870558
11181,True,16,5,-2,1.0,-2,31,0.1,-5,0,1,False,0,0.5375,0.3324154027718933
11182,True,16,5,4,1.0,4,1,0.95,-12,0,1,False,0,0.0875,0.16278820596099705
11183,True,16,4,47,0.05,-11,14,0.6,-29,0,1,False,0,0.5916666666666667,0.3144660377352201
11184,True,16,5,6,1.0,6,88,0.2,-15,2,5,False,0,0.3875,0.3222318006239194
11185,True,16,4,15,1.0,15,56,0.4,0,1,2,False,0,0.45,0.3540244812627134
11186,True,16,2,41,0.5,-27,1,0.95,-6,1,6,False,1,0.3125000000000001,0.3095695936834452
11187,True,16,4,-6,1.0,-6,5,0.5,-14,2,7,False,0,0.675,0.3855731664245668
11188,True,31,3,37,0.8,2,29,0.01,24,1,8,False,0,0.4838709677419354,0.3569283534021437
11189,True,16,3,23,0.25,2,24,0.6,-35,1,6,True,0,0.5875,0.3612478373637688
11190,True,16,2,53,0.4,15,38,0.8,21,0,1,False,0,0.35000000000000003,0.4226897995772629
11191,True,16,4,22,1.0,22,23,0.9,-14,1,8,False,0,0.45,0.4351245032554859
11192,True,16,4,26,0.4,-9,2,0.99,-2,1,2,False,-1,0.5625,0.3879432948254165
11193,True,33,4,7,1.0,7,12,0.05,2,1,2,False,0,0.3575757575757576,0.34553428106909945
11194,True,16,5,60,0.25,1,17,0.8,7,1,4,False,0,0.5569444444444445,0.3660010794020378
11195,True,16,3,16,0.9,-18,88,0.25,-20,0,1,False,0,0.35,0.3464101615137754
11196,True,16,4,20,0.6,-23,13,0.1,6,2,3,False,-1,0.6249999999999999,0.3855731664245668
11197,True,16,3,10,1.0,10,45,0.6,-16,3,6,False,0,0.55,0.4226897995772629
11198,True,16,4,20,1.0,20,29,0.6,5,1,2,False,0,0.6375000000000001,0.3879432948254165
11199,True,16,2,13,1.0,13,45,0.6,-29,0,1,True,0,0.425,0.36423435679060623
11200,True,16,2,14,0.95,-9,26,0.8,3,2,3,False,0,0.7875000000000001,0.32223180062391943
11201,True,16,5,18,1.0,18,103,0.1,5,1,2,True,0,0.6125000000000002,0.4224926034855522
11202,True,16,4,1,0.95,-7,23,0.4,-16,0,1,False,0,0.475,0.3568379650952703
11203,True,16,3,4,1.0,4,32,0.1,16,1,6,False,0,0.7625,0.2941088233970548
11204,True,16,4,28,0.2,-12,6,0.75,-5,0,1,False,0,0.7625000000000001,0.2655183609470351
11205,True,16,4,12,1.0,12,13,0.6,9,1,6,False,0,0.4125,0.4161329915623931
11206,True,16,3,19,0.6,-36,19,0.1,-11,3,2,False,0,0.35,0.322490309931942
11207,True,16,2,22,0.8,2,61,0.4,0,0,1,False,0,0.45,0.31411250638372656
11208,True,16,5,2,0.5,-18,-16,0.9,-25,1,2,False,0,0.2375,0.2334523505985751
11209,True,16,3,29,1.0,29,26,0.8,-2,0,1,False,0,0.2,0.2633122354417533
11210,True,16,5,23,1.0,23,31,0.99,22,3,6,False,0,0.5625,0.4014556845614054
11211,True,16,2,-8,1.0,-8,-5,0.1,-15,2,6,False,0,0.28750000000000003,0.34229616805723473
11212,True,16,3,20,1.0,20,38,0.5,2,0,1,False,0,0.5875000000000001,0.32223180062391943
11213,True,16,5,23,0.25,7,49,0.05,5,1,4,False,0,0.38392857142857145,0.3635005544166673
11214,True,16,5,8,1.0,8,22,0.5,-4,0,1,False,0,0.6499999999999999,0.3540244812627134
11215,True,16,5,24,1.0,24,89,0.2,8,1,6,False,0,0.35,0.2780887148615228
11216,True,16,3,25,1.0,25,82,0.2,12,0,1,False,0,0.35,0.3055050463303893
11217,True,16,2,10,1.0,10,21,0.5,-7,3,2,False,0,0.425,0.3568379650952703
11218,True,16,5,1,1.0,1,83,0.25,-32,0,1,False,0,0.4,0.3651483716701108
11219,True,15,2,8,1.0,8,8,0.5,-1,0,1,False,0,0.0,0.0
11220,True,15,5,1,1.0,1,5,0.75,-23,2,3,False,0,0.6,0.38544964466377263
11221,True,15,4,-4,1.0,-4,61,0.05,-14,0,1,True,0,0.7333333333333335,0.28949874578229834
11222,True,15,5,84,0.2,11,45,0.5,12,0,1,False,0,0.6933333333333334,0.3104528182847635
11223,True,15,3,21,0.99,-2,12,0.9,-6,2,5,False,0,0.13333333333333333,0.2794552524023088
11224,True,15,3,37,0.25,-18,-1,0.9,-30,1,4,False,1,0.38666666666666666,0.3888934240098375
11225,True,15,2,87,0.05,0,11,0.25,1,0,1,False,0,0.7066666666666666,0.3195234546871921
11226,True,15,2,-3,0.8,-4,0,0.75,-21,0,1,False,-1,0.5333333333333333,0.35989416433697496
11227,True,15,5,17,1.0,17,43,0.5,13,0,1,False,0,0.8266666666666667,0.28149262021959875
11228,True,15,2,27,0.6,-3,17,0.9,6,0,1,False,0,0.5733333333333334,0.4399134113934349
11229,True,15,5,1,1.0,1,15,0.6,-39,1,6,False,0,0.44,0.3942443042436649
11230,True,15,2,30,1.0,30,79,0.05,23,1,2,True,0,0.6133333333333334,0.42403953095144775
11231,True,15,3,65,0.05,22,40,0.1,27,0,1,False,0,0.5866666666666667,0.4033195589934446
11232,True,15,3,19,1.0,19,43,0.01,18,0,1,True,0,0.7866666666666666,0.3502380143083653
11233,True,15,2,30,1.0,30,31,0.75,5,0,1,False,0,0.3066666666666667,0.4399134113934349
11234,True,15,4,37,0.6,-5,37,0.75,-10,1,6,False,-1,0.6251851851851851,0.3762683820834181
11235,True,15,2,12,1.0,12,22,0.75,-3,0,1,False,0,0.6799999999999999,0.405674042269688
11236,True,15,2,33,0.4,13,14,0.1,13,2,6,False,0,0.36000000000000004,0.4014260294784796
11237,True,15,4,-1,0.01,-6,83,0.1,-21,0,1,False,0,0.6266666666666667,0.4061433010064071
11238,True,15,5,24,1.0,24,28,0.99,-7,3,6,False,0,0.30666666666666664,0.3614784456460256
11239,True,15,2,5,1.0,5,20,0.1,16,2,5,False,0,0.92,0.14735767952260145
11240,True,15,5,46,0.2,-14,7,0.2,-3,0,1,False,0,0.3466666666666667,0.3814758308514571
11241,True,15,3,10,1.0,10,14,0.4,-4,0,1,False,0,0.02666666666666667,0.07037315505489969
11242,True,15,5,2,1.0,2,3,0.2,-9,0,1,False,0,0.06285714285714286,0.14170967734442566
11243,True,15,3,3,1.0,3,25,0.6,-24,1,2,False,0,0.68,0.3447566429485338
11244,True,15,3,22,1.0,22,110,0.2,-4,2,4,False,0,0.4666666666666667,0.3829708431025353
11245,True,15,2,50,0.2,1,10,0.95,-10,0,1,True,0,0.2,0.26186146828319085
11246,True,15,5,16,1.0,16,13,0.9,-14,0,1,False,0,0.04000000000000002,0.11212238211627762
11247,True,15,4,64,0.5,-50,8,0.4,-2,1,8,True,1,0.5333333333333333,0.4253849796976628
11248,True,15,3,30,1.0,30,62,0.1,30,0,1,False,0,0.7200000000000001,0.41265689656870425
11249,True,15,4,21,0.95,19,60,0.2,15,0,1,True,0,0.4533333333333334,0.4373077809027587
11250,True,15,5,25,1.0,25,35,0.75,-6,0,1,False,0,0.2,0.3295017884191657
11251,True,16,4,3,1.0,3,22,0.25,-5,1,2,False,0,0.4375,0.38100743649785457
11252,True,16,3,28,0.25,24,29,0.6,0,0,1,True,0,0.3125,0.36492008257516695
11253,True,16,4,20,0.99,12,73,0.4,-12,0,1,False,0,0.3875,0.3827531841800928
11254,True,16,2,14,1.0,14,24,0.75,9,0,1,False,0,0.8208333333333333,0.2381642757052834
11255,True,16,3,12,1.0,12,16,0.01,13,1,4,True,0,0.7625000000000001,0.35939764421413045
11256,True,16,4,75,0.1,-4,26,0.01,11,0,1,True,0,0.7375,0.32429410519876345
11257,True,16,4,97,0.25,-16,49,0.1,14,1,4,False,0,0.6902777777777779,0.35532110325697386
11258,True,16,3,36,0.1,-6,35,0.4,-19,0,1,False,0,0.625,0.3991657967979387
11259,True,16,5,26,1.0,26,81,0.05,26,0,1,False,0,0.7625,0.28489764243788795
11260,True,16,2,0,1.0,0,77,0.25,-36,1,8,True,0,0.5611111111111111,0.3432596109271045
11261,True,16,4,-1,1.0,-1,42,0.05,-11,0,1,False,0,0.3375,0.33241540277189324
11262,True,16,3,27,1.0,27,90,0.25,-2,0,1,False,0,0.3333333333333333,0.3977715704047013
11263,True,16,3,26,0.2,19,21,0.05,15,0,1,False,0,0.2125,0.2578759391645526
11264,True,16,2,28,1.0,28,23,0.95,-19,0,1,False,0,0.15,0.2
11265,True,16,4,3,1.0,3,6,0.6,6,1,8,False,0,0.8125,0.2872281323269015
11266,True,16,3,4,0.2,-9,29,0.1,-14,0,1,False,0,0.30396341463414633,0.2653868879157607
11267,True,16,3,3,1.0,3,19,0.05,2,1,8,False,0,0.65,0.3898717737923586
11268,True,16,3,-4,1.0,-4,48,0.25,-2,0,1,False,0,0.9375,0.1586400537905439
11269,True,16,2,11,1.0,11,34,0.1,18,1,6,False,0,0.925,0.20493901531919195
11270,True,16,5,18,0.8,-17,53,0.1,9,1,4,False,0,0.6875,0.3792536530256938
11271,True,16,4,27,1.0,27,23,0.95,6,1,8,True,0,0.1625,0.31171568242016096
11272,True,16,5,44,0.4,9,27,0.9,16,1,4,False,1,0.5874999999999999,0.3537890143385838
11273,True,16,3,22,0.6,-38,-5,0.9,-18,1,6,True,0,0.275,0.30000000000000004
11274,True,16,5,34,0.6,21,71,0.5,-16,0,1,False,1,0.3250000000000001,0.3172801075810878
11275,True,16,3,28,1.0,28,35,0.05,32,0,1,False,0,0.9625,0.10878112581387148
11276,True,16,5,14,1.0,14,6,0.6,2,2,8,False,0,0.375,0.4123105625617661
11277,True,16,5,-2,1.0,-2,5,0.4,-3,0,1,True,0,0.7625000000000002,0.3283798613394758
11278,True,16,2,60,0.05,-5,32,0.5,-43,0,1,False,0,0.48125,0.3816084380618437
11279,True,16,2,30,1.0,30,97,0.05,41,0,1,False,0,0.8624999999999999,0.2895398648430529
11280,True,16,4,-2,1.0,-2,77,0.1,-5,0,1,False,0,0.6625000000000001,0.3556683848755748
11281,True,16,4,25,1.0,25,35,0.01,28,0,1,False,0,0.9125,0.1927865832122834
11282,True,16,4,21,0.95,-27,31,0.6,-11,0,1,False,-1,0.3875,0.4224926034855521
11283,True,16,3,15,1.0,15,62,0.01,16,0,1,False,0,0.725,0.3336665001664586
11284,True,32,3,7,1.0,7,7,1.0,7,2,8,False,0,0.50625,0.4157678477537752
11285,True,16,4,12,1.0,12,12,0.8,-4,0,1,True,0,0.15000000000000002,0.2250925735484551
11286,True,16,4,43,0.1,3,7,0.9,-19,1,2,False,-1,0.4375,0.4145278438577237
11287,True,16,5,26,0.1,6,13,0.99,-8,0,1,False,0,0.625,0.3642343567906063
11288,True,16,3,23,0.95,-6,79,0.4,0,0,1,False,-1,0.625,0.36423435679060623
11289,True,16,4,32,0.9,15,39,0.1,18,0,1,True,0,0.325,0.3087609647175843
11290,True,16,2,27,1.0,27,61,0.1,24,0,1,False,0,0.6,0.3651483716701107
11291,True,16,2,10,1.0,10,101,0.25,-16,2,5,False,0,0.4232142857142857,0.33274267396117063
11292,True,16,5,2,1.0,2,28,0.5,-19,0,1,True,0,0.475,0.3568379650952703
11293,True,16,2,13,1.0,13,98,0.4,-25,1,8,False,0,0.4375000000000001,0.32015621187164245
11294,True,32,4,9,0.8,-41,45,0.25,-12,1,4,False,0,0.5125000000000001,0.3799405726027131
11295,True,16,4,-6,0.9,-14,-9,0.2,-17,0,1,False,1,0.2625,0.3324154027718932
11296,True,16,5,11,1.0,11,57,0.25,8,1,2,False,0,0.725,0.3172801075810879
11297,True,32,4,20,1.0,20,39,0.2,11,1,4,False,0,0.55,0.4127015636572768
11298,True,16,4,-2,1.0,-2,7,0.8,-19,1,4,False,0,0.8625,0.2276693508870557
11299,True,17,2,20,1.0,20,104,0.01,12,1,8,True,0,0.4901960784313725,0.3487606441789334
11300,True,17,5,18,0.95,-2,92,0.01,7,1,2,False,0,0.25882352941176473,0.3792407275224599
11301,True,17,2,57,0.05,-2,11,0.6,-2,0,1,False,0,0.7176470588235294,0.3166924654093602
11302,True,17,3,5,1.0,5,29,0.2,-8,0,1,True,0,0.17647058823529413,0.1985239650668965
11303,True,17,3,14,0.8,-4,10,1.0,10,0,1,False,0,0.4941176470588234,0.4130232866245167
11304,True,17,3,64,0.6,-36,74,0.6,-36,1,6,False,0,0.4705882352941178,0.3235828832817663
11305,True,17,5,20,1.0,20,56,0.5,-17,1,4,False,0,0.3790849673202614,0.2732374027949491
11306,True,17,4,3,1.0,3,22,0.1,-3,0,1,False,0,0.3438914027149321,0.285649948004525
11307,True,17,5,5,1.0,5,11,0.1,9,1,8,False,0,0.7529411764705882,0.31248529377161005
11308,True,17,5,100,0.1,0,14,0.25,11,0,1,False,0,0.6705882352941177,0.3531372004659679
11309,True,17,4,19,0.6,-31,77,0.25,-30,2,6,True,0,0.6470588235294119,0.31248529377161
11310,True,17,2,6,1.0,6,24,0.6,-10,1,8,True,0,0.6823529411764706,0.3244905509364777
11311,True,17,2,45,0.2,11,20,0.8,12,1,4,False,0,0.6588235294117648,0.32988411512494004
11312,True,17,2,11,0.95,-15,57,0.1,-1,0,1,False,-1,0.31764705882352945,0.3004897962444962
11313,True,17,2,7,1.0,7,38,0.2,0,0,1,True,0,0.5058823529411766,0.3472581680740104
11314,True,17,5,31,0.1,-5,-3,0.99,-8,3,4,False,0,0.4823529411764706,0.3244905509364777
11315,True,16,3,17,0.9,-4,55,0.2,11,3,6,False,0,0.7625000000000001,0.3283798613394758
11316,True,16,4,-8,1.0,-8,22,0.5,-37,2,7,False,0,0.8250000000000001,0.2816617356570348
11317,True,33,4,15,1.0,15,73,0.4,-18,0,1,False,0,0.4303030303030304,0.3245042839517382
11318,True,16,3,45,0.5,9,37,0.8,-2,1,8,False,0,0.4375,0.3442382895611701
11319,True,16,2,53,0.25,5,40,0.2,18,0,1,True,0,0.4625,0.3630886025935451
11320,True,16,4,12,1.0,12,28,0.6,-5,0,1,False,0,0.4375000000000001,0.35939764421413045
11321,True,16,4,58,0.5,-34,96,0.4,-49,0,1,True,0,0.6,0.3425395354310701
11322,True,16,4,-2,1.0,-2,48,0.01,-2,0,1,False,0,0.8374999999999999,0.3283798613394758
11323,True,16,5,19,1.0,19,13,0.99,-44,0,1,True,0,0.17500000000000002,0.3172801075810879
11324,True,16,4,63,0.4,3,52,0.01,16,2,3,False,0,0.4625,0.3703601850451351
11325,True,16,5,8,1.0,8,107,0.25,-18,0,1,True,0,0.625,0.3415650255319866
11326,True,16,4,20,0.4,2,14,0.9,-11,0,1,False,0,0.4125,0.3964425136973415
11327,True,16,4,9,1.0,9,13,0.2,9,1,2,False,0,0.625,0.44944410108488464
11328,True,16,3,-7,0.01,-9,-2,0.8,-17,0,1,False,1,0.5624999999999999,0.4014556845614054
11329,True,16,4,5,0.9,-3,88,0.05,2,1,4,False,0,0.725,0.3855731664245668
11330,True,16,4,22,0.6,-36,-1,1.0,-1,0,1,False,0,0.475,0.3415650255319866
11331,True,16,3,10,1.0,10,8,0.01,7,0,1,False,0,0.07500000000000001,0.161245154965971
11332,True,16,5,16,1.0,16,21,0.95,-23,0,1,False,0,0.5791666666666667,0.36492008257516695
11333,True,16,2,22,1.0,22,22,0.6,15,1,4,False,0,0.2875,0.34229616805723473
11334,True,16,2,24,1.0,24,32,0.6,-19,0,1,False,0,0.175,0.3172801075810878
11335,True,16,4,-6,1.0,-6,116,0.1,-10,1,2,False,0,0.6874999999999999,0.3721558813185679
11336,True,16,2,65,0.1,5,28,0.5,9,0,1,False,0,0.7250000000000001,0.3568379650952703
11337,True,16,2,-3,1.0,-3,79,0.2,-12,3,7,False,0,0.5625,0.35939764421413045
11338,True,16,5,3,1.0,3,77,0.05,-1,0,1,False,0,0.1875,0.29636688973860315
11339,True,16,4,5,1.0,5,43,0.2,-9,0,1,False,0,0.3125,0.3575378767813745
11340,True,16,4,-2,1.0,-2,13,0.6,-40,1,6,False,0,0.6625,0.34809002666934696
11341,True,16,3,7,1.0,7,9,0.5,5,0,1,False,0,0.7125,0.3930648801406709
11342,True,16,3,22,1.0,22,20,0.75,-18,0,1,False,0,0.0625,0.1408308678285174
11343,True,16,4,5,1.0,5,105,0.25,-35,0,1,False,0,0.2375,0.2753785273643051
11344,True,16,4,25,1.0,25,70,0.05,30,0,1,False,0,0.9375,0.12041594578792295
11345,True,16,2,93,0.2,-18,17,0.6,-12,0,1,False,0,0.6375000000000001,0.42091170887332974
11346,True,16,5,35,0.4,-3,46,0.01,11,1,8,False,0,0.6375,0.3879432948254165
11347,True,16,3,28,1.0,28,53,0.5,1,0,1,False,0,0.5875,0.3138470965295043
11348,True,16,4,14,1.0,14,26,0.75,17,0,1,False,0,0.85,0.18618986725025247
11349,True,16,3,14,0.2,-10,9,0.6,-34,1,8,False,-1,0.6625000000000001,0.3480900266693469
11350,True,16,2,29,1.0,29,38,0.9,-42,1,8,False,0,0.5625,0.35939764421413045
11351,True,16,2,32,0.9,4,57,0.6,7,0,1,True,0,0.4375000000000001,0.3201562118716424
11352,True,16,2,4,1.0,4,14,0.1,8,1,4,False,0,0.875,0.1914854215512677
11353,True,16,3,-10,1.0,-10,-5,0.6,-20,0,1,True,0,0.6125,0.32223180062391943
11354,True,16,5,84,0.4,-46,45,0.05,4,0,1,False,0,0.65,0.3464101615137754
11355,True,16,4,25,1.0,25,85,0.5,-17,0,1,True,0,0.5375,0.3324154027718933
11356,True,16,5,1,1.0,1,20,0.4,-11,3,5,True,0,0.7749999999999999,0.26204325342711393
11357,True,16,3,5,1.0,5,39,0.01,6,0,1,False,0,0.7625000000000001,0.3442382895611701
11358,True,16,4,-8,1.0,-8,2,0.2,0,1,6,False,0,0.875,0.20493901531919195
11359,True,16,2,17,1.0,17,32,0.4,18,1,2,True,0,0.825,0.29097537123726924
11360,True,16,4,-10,1.0,-10,47,0.25,-34,0,1,False,0,0.6375,0.2655183609470351
11361,True,16,5,26,1.0,26,70,0.01,22,0,1,False,0,0.5625,0.42091170887332974
11362,True,16,3,40,0.5,-22,27,0.5,-25,3,5,True,-1,0.6749999999999999,0.2720294101747089
11363,True,15,3,-7,0.1,-9,-7,0.95,-31,3,3,False,0,0.2,0.33806170189140666
11364,True,15,2,29,1.0,29,38,0.75,2,0,1,False,0,0.4,0.3625307868699863
11365,True,15,5,26,1.0,26,38,0.8,-9,2,7,False,0,0.8,0.3295017884191656
11366,True,15,5,26,1.0,26,54,0.6,-22,0,1,False,0,0.5066666666666666,0.3990464825532174
11367,True,15,5,25,1.0,25,76,0.4,-11,0,1,False,0,0.4933333333333334,0.4772939595359697
11368,True,15,5,70,0.5,-36,26,0.8,3,0,1,False,-1,0.6266666666666666,0.3534860406754147
11369,True,15,5,20,0.2,15,26,0.95,3,0,1,False,-1,0.52,0.405674042269688
11370,True,15,5,41,0.4,-37,40,0.2,-20,2,2,False,0,0.26666666666666666,0.3086066999241839
11371,True,15,4,21,1.0,21,65,0.1,11,0,1,False,0,0.6933333333333334,0.3534860406754147
11372,True,15,5,20,0.95,0,34,0.4,16,2,5,False,-1,0.7866666666666667,0.3335237551331168
11373,True,15,4,-8,1.0,-8,5,0.5,-6,0,1,True,0,0.9466666666666668,0.11872336794093273
11374,True,15,5,75,0.01,10,4,0.99,-7,0,1,False,0,0.17333333333333334,0.2814926202195987
11375,True,15,5,8,1.0,8,74,0.4,-14,0,1,False,0,0.7733333333333334,0.31045281828476345
11376,True,15,2,21,1.0,21,63,0.5,-20,0,1,True,0,0.37333333333333335,0.3918211448145819
11377,True,15,5,45,0.75,-15,67,0.5,-11,1,4,False,0,0.5066666666666667,0.3844600418893019
11378,True,15,5,42,0.05,29,89,0.25,20,0,1,False,0,0.6666666666666666,0.3829708431025353
11379,True,15,4,0,1.0,0,51,0.2,-19,2,2,True,0,0.5866666666666667,0.3888934240098375
11380,True,15,2,43,0.25,-6,46,0.25,-12,1,8,True,1,0.6133333333333333,0.2445598573141631
11381,True,15,5,10,1.0,10,33,0.6,-23,3,6,False,0,0.5466666666666667,0.3661901665736508
11382,True,15,5,42,0.25,26,35,0.95,7,0,1,False,0,0.8133333333333334,0.28751811537130434
11383,True,15,3,27,0.5,-37,-5,1.0,-5,1,8,True,0,0.3866666666666668,0.30674947122242624
11384,True,15,2,-4,1.0,-4,-7,0.6,-19,2,5,False,0,0.36000000000000004,0.2848558532711889
11385,True,15,5,12,0.95,3,12,1.0,12,0,1,False,0,0.7733333333333334,0.29146591730832083
11386,True,15,4,27,0.6,17,23,1.0,23,0,1,False,0,0.6399999999999999,0.30425553170226594
11387,True,15,4,34,0.4,-28,100,0.2,-37,1,4,True,-1,0.6844444444444445,0.3174468251101069
11388,True,15,2,4,1.0,4,13,0.25,-8,2,7,False,0,0.2266666666666667,0.2491891612715892
11389,True,15,4,12,0.4,7,9,0.75,-17,1,4,True,-1,0.4180952380952381,0.3332176670067813
11390,True,15,5,21,1.0,21,51,0.25,15,1,6,True,0,0.6,0.34641016151377546
11391,True,15,5,28,0.1,18,25,0.99,16,0,1,True,1,0.6000000000000001,0.30237157840738177
11392,True,15,4,29,1.0,29,52,0.75,-23,3,3,False,0,0.52,0.35294677866702306
11393,True,15,4,27,1.0,27,55,0.2,15,0,1,False,0,0.3485714285714286,0.3252628450458905
11394,True,15,2,17,0.99,-31,48,0.2,6,1,2,False,0,0.4133333333333333,0.3739111175259754
11395,True,15,4,25,1.0,25,87,0.2,10,0,1,False,0,0.26666666666666666,0.27945525240230873
11396,True,15,4,-8,1.0,-8,94,0.2,-40,1,2,True,0,0.5733333333333335,0.384460041889302
11397,True,15,5,11,0.99,-20,26,0.01,8,1,6,True,0,0.5333333333333333,0.2992052966172383
11398,True,15,2,51,0.5,-17,15,0.95,3,0,1,True,0,0.4933333333333334,0.3369329451445933
11399,True,15,3,7,1.0,7,19,0.25,-4,0,1,False,0,0.18666666666666665,0.27740292167239505
11400,True,15,2,-2,0.5,-6,10,0.5,-13,1,2,True,0,0.5866666666666667,0.32484428504101703
11401,True,15,3,46,0.05,-13,-8,0.8,-15,3,3,True,0,0.4933333333333333,0.3369329451445933
11402,True,15,5,7,1.0,7,52,0.25,-5,0,1,False,0,0.37333333333333335,0.36929791819200986
11403,True,15,4,-7,0.6,-9,1,0.99,-5,0,1,True,0,0.8800000000000001,0.21111946516469904
11404,True,15,3,30,1.0,30,35,0.2,26,0,1,True,0,0.3466666666666666,0.31592645316516915
11405,True,15,3,22,0.25,2,48,0.01,9,1,8,False,0,0.6133333333333333,0.341983012666391
11406,True,15,4,16,1.0,16,26,0.8,3,0,1,False,0,0.5561904761904763,0.3836097790529252
11407,True,15,3,27,0.5,-11,37,0.25,-15,0,1,True,1,0.3733333333333333,0.27115274205474954
11408,True,15,5,25,1.0,25,59,0.2,22,0,1,True,0,0.7599999999999999,0.2529822128134704
11409,True,15,4,78,0.6,-42,26,0.99,20,0,1,False,0,0.6,0.3625307868699863
11410,True,15,5,49,0.05,7,107,0.25,-19,0,1,True,0,0.4533333333333334,0.3335237551331168
11411,True,16,3,25,1.0,25,55,0.6,-6,1,8,False,0,0.3875,0.34616951531487195
11412,True,16,5,89,0.05,24,29,0.5,8,0,1,False,0,0.2625,0.280178514522438
11413,True,16,4,23,1.0,23,32,0.4,20,1,2,False,0,0.6625000000000001,0.3403429642777023
11414,True,16,3,22,1.0,22,40,0.5,-5,0,1,False,0,0.3750000000000001,0.2816617356570348
11415,True,16,5,7,1.0,7,69,0.4,-23,3,6,False,0,0.5625,0.3283798613394758
11416,True,16,5,29,1.0,29,83,0.2,12,2,4,False,0,0.5125000000000001,0.3344149119482164
11417,True,16,2,24,1.0,24,17,0.8,12,1,2,False,0,0.16250000000000006,0.23345235059857505
11418,True,16,3,-5,1.0,-5,26,0.4,-19,1,8,False,0,0.6805555555555556,0.3881262363054603
11419,True,16,5,-4,0.9,-27,24,0.5,-32,0,1,True,0,0.8,0.1788854381999832
11420,True,16,4,86,0.25,-41,7,0.5,-17,0,1,True,0,0.45,0.33862466931200785
11421,True,16,5,10,1.0,10,77,0.2,-5,1,2,False,0,0.3625,0.3739429546512855
11422,True,32,5,9,1.0,9,66,0.1,2,0,1,False,0,0.49375,0.4219291333250017
11423,True,30,2,32,0.75,-39,50,0.6,-45,1,6,False,0,0.4533333333333334,0.33603502827813203
11424,True,16,4,0,0.4,-12,3,0.1,-14,0,1,False,0,0.45,0.3829708431025353
11425,True,16,3,10,1.0,10,75,0.1,-4,0,1,False,0,0.2,0.30110906108363245
11426,True,16,2,-1,1.0,-1,-1,1.0,-1,2,3,False,0,0.6499999999999999,0.3306559138036599
11427,True,15,2,22,1.0,22,42,0.25,6,0,1,True,0,0.4533333333333333,0.3661901665736508
11428,True,15,2,14,0.99,3,70,0.01,16,0,1,False,0,0.9333333333333336,0.12344267996967352
11429,True,15,4,91,0.1,-3,78,0.25,-15,0,1,False,0,0.4533333333333334,0.324844285041017
11430,True,15,4,19,1.0,19,12,0.9,-7,1,2,False,0,0.18666666666666668,0.2972893411828826
11431,True,15,5,-9,1.0,-9,-6,0.2,-12,2,6,False,0,0.5333333333333333,0.3677473252630061
11432,True,15,4,-3,1.0,-3,65,0.1,-9,0,1,False,0,0.4228571428571429,0.3643277286696018
11433,True,15,3,39,0.4,-3,33,0.1,18,0,1,False,0,0.64,0.3480558247506528
11434,True,15,2,19,0.99,-4,21,0.2,16,0,1,False,0,0.5866666666666666,0.39617216074881
11435,True,15,5,69,0.25,-3,45,0.5,-8,0,1,False,0,0.5866666666666667,0.3335237551331168
11436,True,15,5,29,0.4,12,72,0.4,-17,1,8,False,0,0.3066666666666667,0.3104528182847635
11437,True,15,5,24,1.0,24,55,0.25,12,2,6,False,0,0.6533333333333334,0.3583028779970269
11438,True,15,3,2,1.0,2,6,0.6,-3,0,1,True,0,0.4666666666666666,0.32659863237109044
11439,True,15,4,-1,1.0,-1,26,0.25,-21,2,2,False,0,0.4400000000000001,0.3942443042436649
11440,True,15,4,115,0.25,-21,52,0.4,-10,0,1,False,-1,0.4800000000000001,0.3839642840533107
11441,True,15,4,30,1.0,30,89,0.2,19,1,4,False,0,0.6133333333333333,0.3661901665736507
11442,True,15,5,31,0.9,-30,40,0.2,26,0,1,False,1,0.7599999999999999,0.29471535904520285
11443,True,16,5,11,0.8,-4,8,1.0,8,2,4,False,0,0.6625,0.32429410519876345
11444,True,16,2,24,1.0,24,92,0.01,25,1,8,True,0,0.825,0.3336665001664586
11445,True,16,5,23,0.75,-2,96,0.25,-19,0,1,True,0,0.3625,0.311715682420161
11446,True,16,3,2,1.0,2,2,0.99,-18,0,1,False,0,0.225,0.3087609647175843
11447,True,16,3,26,1.0,26,72,0.4,-17,1,6,True,0,0.4375,0.3283798613394758
11448,True,16,5,63,0.1,21,93,0.2,18,0,1,False,0,0.3750000000000001,0.26204325342711393
11449,True,16,3,20,0.01,13,9,0.95,-29,1,6,False,0,0.2,0.32659863237109044
11450,True,16,2,5,1.0,5,67,0.4,-43,1,6,False,0,0.5874999999999999,0.3685557397915997
11451,True,16,4,62,0.2,-22,-4,0.8,-22,0,1,False,0,0.5657608695652174,0.3884983936779651
11452,True,16,4,-3,1.0,-3,54,0.05,0,0,1,False,0,0.8625000000000002,0.25
11453,True,16,4,-10,1.0,-10,65,0.25,-41,1,4,False,0,0.4500000000000001,0.28751811537130434
11454,True,16,5,26,1.0,26,87,0.05,18,0,1,False,0,0.375,0.3087609647175843
11455,True,16,4,3,1.0,3,9,0.99,-25,0,1,False,0,0.7875000000000001,0.21252450839060108
11456,True,16,2,14,0.9,8,20,0.9,6,1,6,False,0,0.7625,0.2655183609470351
